year,nace_id,emissions_difference,auctions_difference
2008,10.11,402435.0,433319.0
2008,10.12,49768.0,54737.0
2008,10.13,260750.0,272389.0
2008,10.2,218371.0,354876.0
2008,10.3,7510.0,8405.0
2008,10.31,604312.0,837442.0
2008,10.32,211323.0,432514.0
2008,10.39,692229.0,875314.0
2008,10.41,1907820.0,2481424.0
2008,10.42,17425.0,43083.0
2008,10.51,2997500.0,3312800.0
2008,10.52,9531.0,7755.0
2008,10.61,181160.0,197583.0
2008,10.62,3669571.0,4930506.0
2008,10.71,7505.0,8163.0
2008,10.72,15569.0,89511.0
2008,10.73,144160.0,118709.0
2008,10.8,0.0,0.0
2008,10.81,7724577.0,8939374.0
2008,10.82,81989.0,167096.0
2008,10.83,280479.0,418680.0
2008,10.84,29734.0,42791.0
2008,10.85,84666.0,185626.0
2008,10.86,142322.0,185384.0
2008,10.89,498679.0,746998.0
2008,10.91,227994.0,184291.0
2008,10.92,108978.0,172307.0
2008,11.01,400701.0,617375.0
2008,11.02,3842.0,3963.0
2008,11.03,7047.0,22850.0
2008,11.04,9973.0,10526.0
2008,11.05,1150208.0,1600275.0
2008,11.06,172392.0,215400.0
2008,11.07,81083.0,112517.0
2008,12.0,72124.0,120409.0
2008,13.1,153137.0,190209.0
2008,13.2,170189.0,165047.0
2008,13.3,788522.0,781225.0
2008,13.91,39600.0,41006.0
2008,13.92,8597.0,5033.0
2008,13.93,89616.0,96173.0
2008,13.95,80820.0,99239.0
2008,13.96,4701.0,12974.0
2008,13.99,69547.0,99680.0
2008,14.12,0.0,340.0
2008,14.13,25599.0,42087.0
2008,14.14,4755.0,5990.0
2008,14.19,16210.0,13565.0
2008,14.31,3400.0,3562.0
2008,15.11,3497.0,3797.0
2008,16.1,16741.0,257101.0
2008,16.21,2038887.0,3437729.0
2008,16.22,10198.0,136253.0
2008,16.23,11722.0,11384.0
2008,16.29,70531.0,28844.0
2008,17.11,2941689.0,4187725.0
2008,17.12,26600731.0,32872449.0
2008,17.21,665050.0,787997.0
2008,17.22,508150.0,620941.0
2008,17.23,71246.0,91793.0
2008,17.24,15411.0,18399.0
2008,17.29,114515.0,121374.0
2008,18.11,41679.0,47103.0
2008,18.12,68379.0,50751.0
2008,18.2,2772.0,2873.0
2008,19.1,7628462.0,5955288.0
2008,19.2,147641624.0,146234289.0
2008,20.11,1206479.0,1987742.0
2008,20.12,344219.0,628938.0
2008,20.13,5014336.0,8383788.0
2008,20.14,22321592.0,53032256.0
2008,20.15,7691150.0,8144853.0
2008,20.16,1978441.0,2457242.0
2008,20.17,468126.0,485898.0
2008,20.2,123496.0,203498.0
2008,20.3,508957.0,648000.0
2008,20.41,78873.0,180320.0
2008,20.42,124813.0,125416.0
2008,20.51,68140.0,84326.0
2008,20.52,12916.0,117433.0
2008,20.53,9840.0,4567.0
2008,20.59,1111129.0,1342136.0
2008,20.6,733363.0,906908.0
2008,21.1,879274.0,1331588.0
2008,21.2,841336.0,1156921.0
2008,22.11,1369578.0,1611645.0
2008,22.19,162772.0,152057.0
2008,22.21,240266.0,285963.0
2008,22.22,62635.0,57285.0
2008,22.23,4631.0,15107.0
2008,22.29,103136.0,92471.0
2008,23.11,6418902.0,7831846.0
2008,23.12,15862.0,11135.0
2008,23.13,10676945.0,12367336.0
2008,23.14,1437194.0,1674496.0
2008,23.19,995228.0,1083171.0
2008,23.2,878967.0,1817942.0
2008,23.31,3117895.0,3228124.0
2008,23.32,10933768.0,14557834.0
2008,23.4,24618.0,32180.0
2008,23.41,684549.0,611105.0
2008,23.42,159553.0,160191.0
2008,23.43,7682.0,24165.0
2008,23.44,8007.0,17340.0
2008,23.49,54457.0,15359.0
2008,23.5,0.0,0.0
2008,23.51,165435663.0,175593363.0
2008,23.52,30767040.0,35631529.0
2008,23.61,70292.0,189440.0
2008,23.62,127729.0,227533.0
2008,23.63,7789.0,27826.0
2008,23.64,32022.0,32194.0
2008,23.65,37945.0,58798.0
2008,23.91,17630.0,4900.0
2008,23.99,960346.0,2315020.0
2008,24.1,169816438.0,232134605.0
2008,24.2,369108.0,1007866.0
2008,24.31,25341.0,44424.0
2008,24.34,7253.0,7480.0
2008,24.42,2844965.0,2805211.0
2008,24.43,116086.0,351274.0
